campaignNumber,blockID,defID,imageBW,imageID,groundTruth,compasScore,turkerScore1to10,defAge,defGender,defRace,defJuvFelCount,defJuvMisdCount,defPriorsCount,defChargeID,defChargeDegree
study2,36,8867,1, WM-009,0,10,9.1,24,0,1,0,0,6,58,1
study2,36,9506,0, BM-003,1,9,2.35,24,0,2,0,0,0,45,0
study2,36,9506,1, WM-006,1,9,1.9,24,0,2,0,0,0,45,0
study2,36,10626,0, BM-218,0,1,1.9,46,0,1,0,0,0,14,1
study2,36,10626,1, WM-249,0,1,3.25,46,0,1,0,0,0,14,1
study2,37,446,0, BF-002,0,6,2.35,21,1,2,0,0,0,45,0
study2,37,446,1, WF-022,0,6,1.45,21,1,2,0,0,0,45,0
study2,37,1004,0, BM-002,1,6,7.75,23,0,3,0,0,2,283,0
study2,37,1004,1, WM-004,1,6,8.2,23,0,3,0,0,2,283,0
study2,37,1153,0, BF-013,1,8,6.4,20,1,1,0,0,1,65,1
study2,37,1153,1, WF-027,1,8,8.2,20,1,1,0,0,1,65,1
study2,37,1329,0, BM-010,1,8,10,22,0,1,0,1,1,190,1
study2,37,1329,1, WM-010,1,8,9.1,22,0,1,0,1,1,190,1
study2,37,1526,0, BM-021,0,4,9.1,36,0,2,0,0,5,306,1
study2,37,1526,1, WM-023,0,4,10,36,0,2,0,0,5,306,1
study2,37,1562,0, BM-001,0,3,2.8,26,0,3,0,0,0,404,1
study2,37,1562,1, WM-003,0,3,2.35,26,0,3,0,0,0,404,1
study2,37,1795,0, BF-001,0,6,2.8,22,1,3,0,0,0,190,1
study2,37,1795,1, WF-001,0,6,4.6,22,1,3,0,0,0,190,1
study2,37,2618,0, BM-017,1,9,9.55,34,0,2,0,0,27,175,1
study2,37,2618,1, WM-012,1,9,10,34,0,2,0,0,27,175,1
study2,37,2772,0, BM-005,1,8,8.2,23,0,2,0,0,2,92,0
study2,37,2772,1, WM-009,1,8,9.55,23,0,2,0,0,2,92,0
study2,37,2930,0, BM-004,1,10,9.1,29,0,2,0,0,10,31,0
study2,37,2930,1, WM-002,1,10,10,29,0,2,0,0,10,31,0
study2,37,3444,0, BM-033,1,2,2.35,44,0,1,0,0,0,306,1
study2,37,3444,1, WM-220,1,2,3.25,44,0,1,0,0,0,306,1
study2,37,3941,0, BM-025,0,3,1.9,37,0,1,0,0,0,45,0
study2,37,3941,1, WM-201,0,3,1.45,37,0,1,0,0,0,45,0
study2,37,4421,0, BF-203,1,2,9.55,53,1,2,0,0,10,15,1
study2,37,4421,1, WF-221,1,2,9.1,53,1,2,0,0,10,15,1
study2,37,4634,0, BM-003,1,4,1.9,27,0,1,0,0,0,133,0
study2,37,4634,1, WM-006,1,4,2.8,27,0,1,0,0,0,133,0
study2,37,5123,0, BM-011,1,3,9.1,31,0,2,0,0,3,60,1
study2,37,5123,1, WM-011,1,3,9.1,31,0,2,0,0,3,60,1
study2,37,5349,0, BM-009,1,10,4.6,20,0,1,0,0,0,190,1
study2,37,5349,1, WM-001,1,10,3.25,20,0,1,0,0,0,190,1
study2,37,6606,0, BM-012,0,5,1.9,43,0,2,0,0,0,246,1
study2,37,6606,1, WM-018,0,5,2.8,43,0,2,0,0,0,246,1
study2,37,6939,0, empty2,0,1,7.3,62,0,1,0,0,2,364,1
study2,37,6939,1, empty2,0,1,6.85,62,0,1,0,0,2,364,1
study2,37,8191,0, BM-036,0,4,1.9,21,0,2,0,0,0,49,1
study2,37,8191,1, WM-024,0,4,2.35,21,0,2,0,0,0,49,1
study2,37,8703,0, empty2,0,1,1.45,61,1,1,0,0,0,306,1
study2,37,8703,1, empty2,0,1,1.45,61,1,1,0,0,0,306,1
study2,37,8970,0, empty2,1,1,1.45,69,0,1,0,0,0,128,0
study2,37,8970,1, empty2,1,1,1,69,0,1,0,0,0,128,0
study2,37,9170,0, BM-034,0,1,5.95,52,0,1,0,0,1,56,1
study2,37,9170,1, WM-221,0,1,6.85,52,0,1,0,0,1,56,1
study2,37,9662,0, empty2,0,3,8.65,56,0,1,0,0,3,45,0
study2,37,9662,1, empty2,0,3,7.75,56,0,1,0,0,3,45,0
study2,37,10577,0, empty2,1,2,2.8,59,0,1,0,0,0,423,0
study2,37,10577,1, empty2,1,2,3.25,59,0,1,0,0,0,423,0
study2,37,10851,0, BF-007,1,3,9.55,29,1,2,0,0,2,336,1
study2,37,10851,1, WF-002,1,3,8.65,29,1,2,0,0,2,336,1
study2,38,154,0, BF-024,1,1,1.45,39,1,1,0,0,0,15,1
study2,38,154,1, WF-014,1,1,1.45,39,1,1,0,0,0,15,1
study2,38,319,0, empty2,1,1,7.75,56,0,1,0,0,7,172,1
study2,38,319,1, empty2,1,1,8.2,56,0,1,0,0,7,172,1
study2,38,947,0, BF-001,0,10,7.75,23,1,1,0,0,3,253,1
study2,38,947,1, WF-001,0,10,8.2,23,1,1,0,0,3,253,1
study2,38,1397,0, empty2,0,9,4.6,63,0,2,0,0,3,399,0
study2,38,1397,1, empty2,0,9,4.15,63,0,2,0,0,3,399,0
study2,38,1553,0, BM-212,1,1,2.8,51,0,3,0,0,0,218,1
study2,38,1553,1, WM-223,1,1,4.15,51,0,3,0,0,0,218,1
study2,38,2149,0, BM-004,1,1,1.45,33,0,2,0,0,0,303,1
study2,38,2149,1, WM-002,1,1,1.9,33,0,2,0,0,0,303,1
study2,38,2206,0, BM-011,0,7,4.6,30,0,2,0,0,2,127,0
study2,38,2206,1, WM-011,0,7,3.25,30,0,2,0,0,2,127,0
study2,38,2515,0, BM-002,0,10,10,28,0,2,2,1,11,179,1
study2,38,2515,1, WM-004,0,10,9.1,28,0,2,2,1,11,179,1
study2,38,2843,0, BM-021,0,1,1,39,0,1,0,0,0,45,0
study2,38,2843,1, WM-023,0,1,1.45,39,0,1,0,0,0,45,0
study2,38,2943,0, BM-025,0,1,2.35,42,0,1,0,0,0,16,1
study2,38,2943,1, WM-201,0,1,2.35,42,0,1,0,0,0,16,1
study2,38,4820,0, empty2,1,8,9.55,62,0,2,0,0,13,339,1
study2,38,4820,1, empty2,1,8,9.1,62,0,2,0,0,13,339,1
study2,38,5646,0, BM-013,1,6,8.65,23,0,2,0,0,6,306,1
study2,38,5646,1, WM-015,1,6,9.55,23,0,2,0,0,6,306,1
study2,38,5801,0, BM-034,1,3,8.2,51,0,1,0,0,6,306,1
study2,38,5801,1, WM-221,1,3,9.1,51,0,1,0,0,6,306,1
study2,38,6537,0, BM-005,1,4,8.2,26,0,1,0,0,4,377,1
study2,38,6537,1, WM-009,1,4,8.65,26,0,1,0,0,4,377,1
study2,38,6963,0, BF-203,0,2,5.5,49,1,1,0,0,2,306,1
study2,38,6963,1, WF-221,0,2,5.95,49,1,1,0,0,2,306,1
study2,38,7930,0, BM-001,1,5,9.55,22,0,1,0,0,5,45,0
study2,38,7930,1, WM-003,1,5,9.1,22,0,1,0,0,5,45,0
study2,38,8041,0, BM-010,1,4,9.1,27,0,3,0,0,6,129,1
study2,38,8041,1, WM-010,1,4,8.65,27,0,3,0,0,6,129,1
study2,38,8111,0, BM-015,1,8,8.65,27,0,2,0,0,4,268,1
study2,38,8111,1, WM-017,1,8,8.65,27,0,2,0,0,4,268,1
study2,38,8518,0, BM-009,1,10,4.15,21,0,2,0,0,1,306,1
study2,38,8518,1, WM-001,1,10,5.5,21,0,2,0,0,1,306,1
study2,38,8641,0, empty2,0,1,2.35,77,0,1,0,0,1,134,0
study2,38,8641,1, empty2,0,1,2.8,77,0,1,0,0,1,134,0
study2,38,9216,0, empty2,0,1,1,66,0,1,0,0,0,45,0
study2,38,9216,1, empty2,0,1,1.45,66,0,1,0,0,0,45,0
study2,38,9283,0, BM-012,1,1,7.75,40,0,1,0,0,5,313,1
study2,38,9283,1, WM-018,1,1,9.55,40,0,1,0,0,5,313,1
study2,38,9636,0, BM-018,1,10,10,30,0,2,0,2,13,186,1
study2,38,9636,1, WM-013,1,10,10,30,0,2,0,2,13,186,1
study2,38,9868,0, BM-017,0,10,3.25,32,0,2,0,0,1,45,0
study2,38,9868,1, WM-012,0,10,1.9,32,0,2,0,0,1,45,0
study2,38,10899,0, BM-003,1,5,9.1,25,0,1,0,0,7,397,0
study2,38,10899,1, WM-006,1,5,9.1,25,0,1,0,0,7,397,0
study2,39,787,0, BM-004,0,4,10,30,0,3,0,0,7,45,0
study2,39,787,1, WM-002,0,4,10,30,0,3,0,0,7,45,0
study2,39,1240,0, BM-011,0,10,9.55,29,0,2,0,1,16,306,1
study2,39,1240,1, WM-011,0,10,9.55,29,0,2,0,1,16,306,1
study2,39,1532,0, empty2,0,1,2.35,59,0,3,0,0,1,216,0
study2,39,1532,1, empty2,0,1,2.8,59,0,3,0,0,1,216,0
study2,39,2100,0, BM-021,0,1,2.35,44,0,1,0,0,0,374,0
study2,39,2100,1, WM-023,0,1,1.9,44,0,1,0,0,0,374,0
study2,39,2128,0, BM-023,1,3,8.65,26,0,2,0,0,3,90,1
study2,39,2128,1, WM-028,1,3,9.1,26,0,2,0,0,3,90,1
study2,39,2504,0, BM-016,1,2,2.8,22,0,1,0,0,0,242,0
study2,39,2504,1, WM-019,1,2,2.8,22,0,1,0,0,0,242,0
study2,39,2589,0, BF-007,0,4,9.55,34,1,3,0,0,5,218,1
study2,39,2589,1, WF-002,0,4,9.1,34,1,3,0,0,5,218,1
study2,39,3019,0, BM-034,1,2,1.45,50,0,1,0,0,0,45,0
study2,39,3019,1, WM-221,1,2,1.45,50,0,1,0,0,0,45,0
study2,39,3656,0, BM-003,0,9,1.45,22,0,2,0,0,0,328,0
study2,39,3656,1, WM-006,0,9,1.45,22,0,2,0,0,0,328,0
study2,39,4833,0, BM-005,0,5,7.3,25,0,1,0,0,2,190,1
study2,39,4833,1, WM-009,0,5,8.2,25,0,1,0,0,2,190,1
study2,39,5177,0, BM-044,1,1,6.4,37,0,3,0,0,3,45,0
study2,39,5177,1, WM-225,1,1,7.75,37,0,3,0,0,3,45,0
study2,39,5760,0, BM-025,0,1,2.8,38,0,1,0,0,0,132,0
study2,39,5760,1, WM-201,0,1,2.35,38,0,1,0,0,0,132,0
study2,39,5825,0, BM-001,1,9,9.1,24,0,2,0,0,11,190,1
study2,39,5825,1, WM-003,1,9,9.55,24,0,2,0,0,11,190,1
study2,39,6389,0, BF-009,1,7,9.55,29,1,1,0,0,6,306,1
study2,39,6389,1, WF-008,1,7,9.1,29,1,1,0,0,6,306,1
study2,39,6420,0, BM-013,1,9,9.1,24,0,2,0,1,9,239,0
study2,39,6420,1, WM-015,1,9,9.55,24,0,2,0,1,9,239,0
study2,39,6744,0, BM-002,1,10,7.75,25,0,2,0,1,3,45,0
study2,39,6744,1, WM-004,1,10,8.2,25,0,2,0,1,3,45,0
study2,39,7084,0, BF-001,0,5,2.8,24,1,1,0,0,0,312,1
study2,39,7084,1, WF-001,0,5,5.05,24,1,1,0,0,0,312,1
study2,39,7231,0, BM-012,0,7,5.05,37,0,2,0,0,3,45,0
study2,39,7231,1, WM-018,0,7,7.3,37,0,2,0,0,3,45,0
study2,39,7334,0, BM-019,1,10,10,26,0,2,0,1,24,129,1
study2,39,7334,1, WM-026,1,10,10,26,0,2,0,1,24,129,1
study2,39,7631,0, BM-010,1,5,4.6,22,0,1,0,0,0,306,1
study2,39,7631,1, WM-010,1,5,4.15,22,0,1,0,0,0,306,1
study2,39,8149,0, BM-015,0,3,8.2,27,0,1,0,0,3,423,0
study2,39,8149,1, WM-017,0,3,8.65,27,0,1,0,0,3,423,0
study2,39,8530,0, BM-033,0,1,1.9,45,0,3,0,0,0,169,1
study2,39,8530,1, WM-220,0,1,3.25,45,0,3,0,0,0,169,1
study2,39,10334,0, BM-009,1,6,3.25,20,0,2,0,0,0,382,1
study2,39,10334,1, WM-001,1,6,2.35,20,0,2,0,0,0,382,1
study2,39,10544,0, empty2,0,1,1.9,67,0,1,0,0,0,45,0
study2,39,10544,1, empty2,0,1,1.45,67,0,1,0,0,0,45,0
study2,39,10699,0, empty2,1,10,9.1,57,0,2,0,0,28,306,1
study2,39,10699,1, empty2,1,10,10,57,0,2,0,0,28,306,1
study2,40,1216,0, BM-016,0,6,5.5,28,0,1,0,0,2,246,1
study2,40,1216,1, WM-019,0,6,5.5,28,0,1,0,0,2,246,1
study2,40,1670,0, BM-015,1,6,4.15,23,0,2,0,0,1,404,1
study2,40,1670,1, WM-017,1,6,5.5,23,0,2,0,0,1,404,1
study2,40,2507,0, BM-010,0,6,8.2,28,0,2,0,0,5,283,0
study2,40,2507,1, WM-010,0,6,9.1,28,0,2,0,0,5,283,0
study2,40,2934,0, BM-013,1,3,3.25,25,0,2,0,0,1,64,1
study2,40,2934,1, WM-015,1,3,6.85,25,0,2,0,0,1,64,1
study2,40,3236,0, BM-011,1,10,10,29,0,2,0,0,12,306,1
study2,40,3236,1, WM-011,1,10,9.55,29,0,2,0,0,12,306,1
study2,40,3679,0, BF-203,1,3,3.7,47,1,1,0,0,0,326,0
study2,40,3679,1, WF-221,1,3,4.15,47,1,1,0,0,0,326,0
study2,40,4536,0, BF-024,0,1,2.8,44,1,1,0,0,1,190,1
study2,40,4536,1, WF-014,0,1,3.25,44,1,1,0,0,1,190,1
study2,40,4553,0, BM-017,0,3,4.6,34,0,3,0,0,2,239,0
study2,40,4553,1, WM-012,0,3,4.6,34,0,3,0,0,2,239,0
study2,40,5001,0, BM-019,1,2,1.9,23,0,2,0,0,0,45,0
study2,40,5001,1, WM-026,1,2,1,23,0,2,0,0,0,45,0
study2,40,5297,0, BF-007,1,8,10,30,1,2,0,0,15,45,0
study2,40,5297,1, WF-002,1,8,9.55,30,1,2,0,0,15,45,0
study2,40,5877,0, BM-004,0,9,10,35,0,2,0,1,8,129,1
study2,40,5877,1, WM-002,0,9,9.55,35,0,2,0,1,8,129,1
study2,40,5997,0, BM-003,0,6,5.95,24,0,1,0,0,1,15,1
study2,40,5997,1, WM-006,0,6,5.5,24,0,1,0,0,1,15,1
study2,40,6391,0, BM-002,1,8,5.5,24,0,2,0,0,2,402,0
study2,40,6391,1, WM-004,1,8,6.4,24,0,2,0,0,2,402,0
study2,40,6788,0, empty2,0,3,9.1,61,0,2,0,0,12,170,1
study2,40,6788,1, empty2,0,3,9.55,61,0,2,0,0,12,170,1
study2,40,7153,0, BM-009,0,4,1.45,21,0,2,0,0,0,45,0
study2,40,7153,1, WM-001,0,4,1.45,21,0,2,0,0,0,45,0
study2,40,7722,0, BF-001,1,9,8.2,23,1,2,0,0,3,186,1
study2,40,7722,1, WF-001,1,9,9.1,23,1,2,0,0,3,186,1
study2,40,7923,0, empty2,1,7,9.1,68,0,1,0,0,7,15,1
study2,40,7923,1, empty2,1,7,9.1,68,0,1,0,0,7,15,1
study2,40,7945,0, BM-026,0,2,7.3,26,0,1,0,0,2,313,1
study2,40,7945,1, WM-032,0,2,6.85,26,0,1,0,0,2,313,1
study2,40,7975,0, BM-024,1,10,10,23,0,1,8,2,11,303,1
study2,40,7975,1, WM-031,1,10,9.55,23,0,1,8,2,11,303,1
study2,40,8876,0, BM-018,0,3,10,29,0,2,0,0,7,61,1
study2,40,8876,1, WM-013,0,3,9.55,29,0,2,0,0,7,61,1
study2,40,9165,0, BM-001,0,9,1.9,26,0,2,0,0,0,190,1
study2,40,9165,1, WM-003,0,9,1.45,26,0,2,0,0,0,190,1
study2,40,9473,0, BM-012,0,7,10,38,0,2,0,0,14,190,1
study2,40,9473,1, WM-018,0,7,10,38,0,2,0,0,14,190,1
study2,40,10068,0, BM-005,0,4,2.8,22,0,1,0,0,0,190,1
study2,40,10068,1, WM-009,0,4,2.35,22,0,1,0,0,0,190,1
study2,40,10394,0, BM-020,0,1,1.45,30,0,2,0,0,0,45,0
study2,40,10394,1, WM-014,0,1,1,30,0,2,0,0,0,45,0
study2,40,10720,0, BM-023,1,6,4.15,22,0,2,0,0,1,45,0
study2,40,10720,1, WM-028,1,6,4.6,22,0,2,0,0,1,45,0
